conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.64114008497086E+018,Wed Mar 29 18:07:41 +0000 2023,0,tiktok shop has me in a chokehold right now,1.64114008497086E+018,,,en,,0,0,0,https://x.com/itscarysmun/status/1641140084970868736,72944859,itscarysmun
1.64105011491466E+018,Wed Mar 29 12:10:11 +0000 2023,0,tiktok shop better not scam me,1.64105011491466E+018,,,en,Singapore,0,1,0,https://x.com/huangy2k0/status/1641050114914664449,1.12538140184963E+018,huangy2k0
1.64101022062439E+018,Wed Mar 29 09:31:39 +0000 2023,0,my experience with tiktok shop for the first time amazing. only took 2/3 days to arrive. will be buying from there more in the future~,1.64101022062439E+018,,,en,,0,0,0,https://x.com/prnchynjn/status/1641010220624396288,1.09779340968577E+018,prnchynjn
1.6410082102439E+018,Wed Mar 29 09:23:40 +0000 2023,0,the urge to buy that overthinking journal i saw on tiktok shop is strong send help,1.6410082102439E+018,,,en,"London , UK ðŸ‡¬ðŸ‡§",0,0,0,https://x.com/heyitsjanine_/status/1641008210243903489,153761857,heyitsjanine_
1.64089089400517E+018,Wed Mar 29 01:37:30 +0000 2023,0,Scammers fake smartphones. Sellers and Lazada..moved to Tiktok shop,1.64089089400517E+018,,,en,LONDON,0,1,0,https://x.com/xdschoonx/status/1640890894005178368,22281527,xdschoonx
1.64076751062981E+018,Tue Mar 28 17:27:13 +0000 2023,0,Tiktok shop is always doing the most,1.64076751062981E+018,,,en,"London, England",0,0,0,https://x.com/BusayoMatuluko/status/1640767510629810195,1.45124360909377E+018,BusayoMatuluko
1.64071415821067E+018,Tue Mar 28 13:55:12 +0000 2023,0,My TikTok is full of m&amp;s finds and it s influencing me to go and do my food shop there ,1.64071415821067E+018,,,en,United Kingdom,0,0,0,https://x.com/Emmahashtag/status/1640714158210678788,1.26351101914343E+018,Emmahashtag
1.64063768432567E+018,Tue Mar 28 08:51:20 +0000 2023,0,I ain't buying anything from tiktok shop again smh,1.64063768432567E+018,,,en,,0,0,0,https://x.com/enjelogy/status/1640637684325679106,7.24946556441354E+017,enjelogy
1.64049136790532E+018,Mon Mar 27 23:09:55 +0000 2023,0,Someone take TikTok shop off me,1.64049136790532E+018,,,en,,0,0,0,https://x.com/nxs_ii/status/1640491367905329153,3226700932,nxs_ii
1.65245054011296E+018,Sat Apr 29 23:11:24 +0000 2023,0,I've become a TikTok shop friend,1.65245054011296E+018,,,en,The Hill,0,0,0,https://x.com/StephGump/status/1652450540112969728,30712205,StephGump
1.65227387160359E+018,Sat Apr 29 11:29:23 +0000 2023,6,"tiktok shop ruined tiktok (by the way, every product someone is trying to sell you is only because they make commission so it's not real reviews)",1.65227387160359E+018,,,en,,0,0,0,https://x.com/raehardy_/status/1652273871603597313,275957945,raehardy_
1.6520608269609E+018,Fri Apr 28 21:22:49 +0000 2023,0,Only just started to dabble in TikTok shop but it s actually addictive watching what sales my content is making each day ,1.6520608269609E+018,,,en,United Kingdom,0,0,0,https://x.com/hotteacreative/status/1652060826960900098,1.50050126333046E+018,hotteacreative
1.65191439321334E+018,Fri Apr 28 11:40:57 +0000 2023,0,We ve made more on tiktok shop in 3 days than we did in 6 months on etsy ,1.65191439321334E+018,,,en,ð”–ð”¬ð”²ð”±ð”¥ ð”ð”¬ð”«ð”¡ð”¬ð”«,0,0,0,https://x.com/iammakingsoup/status/1651914393213345794,408452275,iammakingsoup
1.65177133263013E+018,Fri Apr 28 02:12:28 +0000 2023,0,The shop feature is the worst thing to be added on TikTok ,1.65177133263013E+018,,,en,"New York, NY",0,0,0,https://x.com/profitsaveme/status/1651771332630130689,1.13134777576815E+018,profitsaveme
1.65171538519488E+018,Thu Apr 27 22:30:09 +0000 2023,0,TikTok needs to get rid of that shop feature no I do not care about your overpriced shit that I can get off of AliExpress for half the price,1.65171538519488E+018,,,en,Sleeping ,0,1,0,https://x.com/iwllburn/status/1651715385194889218,1.48036305769614E+018,iwllburn
1.65159625517116E+018,Thu Apr 27 14:36:47 +0000 2023,0,TikTok is taking in-app e-commerce TikTok Shop to the next level this week https://t.co/qVFIKr2HJA #tiktok #social,1.65159625517116E+018,,,en,United States,0,0,0,https://x.com/OModeration/status/1651596255171166208,8.59119535764504E+017,OModeration
1.65138220886154E+018,Thu Apr 27 00:26:14 +0000 2023,0,This tiktok shop thing is very annoying,1.65138220886154E+018,,,en,Tet Papaâ€™w,0,0,0,https://x.com/lynn_sizzle/status/1651382208861544449,40771941,lynn_sizzle
1.65137659570435E+018,Thu Apr 27 00:03:56 +0000 2023,1,note: never order from tiktok shop ever again,1.65137659570435E+018,,,en,,0,0,0,https://x.com/lolarnaj/status/1651376595704352769,1.5245687813008E+018,lolarnaj
1.65137579020924E+018,Thu Apr 27 00:00:44 +0000 2023,0,All my TikTok is now is everyone trying to sell their shit with that new shop thing and it's annoying. Now the whole app is an ad book.,1.65137579020924E+018,,,en,Sunnydale,0,0,0,https://x.com/Trashvstheworld/status/1651375790209245185,7.45014871016628E+017,Trashvstheworld
1.65127024011683E+018,Wed Apr 26 17:01:19 +0000 2023,2,anybody else getting shop ads every other TikTok? It s getting annoying as hell.,1.65127024011683E+018,,,en,,0,0,0,https://x.com/optyck/status/1651270240116830208,9.93602939699777E+017,optyck
1.66366439764067E+018,Tue May 30 21:51:16 +0000 2023,0,TikTok not even funny anymore they ain t doin nothin but sellin shit on there now. Damn TikTok Shop ugh!,1.66366439764067E+018,,,en,"Chicago, IL",0,0,0,https://x.com/bz_inthetrap/status/1663664397640671232,8.31046572876165E+017,bz_inthetrap
1.66366992201308E+018,Tue May 30 22:13:13 +0000 2023,2,tiktok shop has benefited me by ruining my algorithm by trying to sell me stuff. i don't go on nearly as much as i once did lol,1.66366992201308E+018,,,en,"Dallas, TX",0,0,0,https://x.com/theeplatano/status/1663669922013085696,337198422,theeplatano
1.66364199059105E+018,Tue May 30 20:22:14 +0000 2023,2,I m getting so many TikTok shop videos and 90% of it is droppshipped shitty items.,1.66364199059105E+018,,,en,,0,2,0,https://x.com/skylerguns/status/1663641990591057920,565058751,skylerguns
1.66362671708334E+018,Tue May 30 19:21:32 +0000 2023,2,im so fucking tired of my whole fyp being basically ads for the tiktok shop,1.66362671708334E+018,,,en,ðŸ„,0,0,0,https://x.com/iih8isabelle/status/1663626717083340800,2859339637,iih8isabelle
1.66362603628053E+018,Tue May 30 19:18:50 +0000 2023,0,TikTok shop has really ruined TikTok now bc why is every other video an ad now ,1.66362603628053E+018,,,en,she/herâ¤ï¸ðŸ’œðŸ’™ 21,0,0,0,https://x.com/naturesbend/status/1663626036280537089,3733754667,naturesbend
1.66362603424618E+018,Tue May 30 19:18:49 +0000 2023,1,Wtf is tiktok shop and how do we end it,1.66362603424618E+018,,,en,,0,0,0,https://x.com/karissloth/status/1663626034246189060,3975232633,karissloth
1.66353070553026E+018,Tue May 30 13:00:01 +0000 2023,0,bruh my fyp has basically turned into infomercial city with that dumbass tiktok shop jawn and i hate it,1.66353070553026E+018,,,en,she/her,0,0,0,https://x.com/sydthesquid47/status/1663530705530265601,18816913,sydthesquid47
1.66351631215543E+018,Tue May 30 12:02:50 +0000 2023,1,TikTok shop is getting so annoying.,1.66351631215543E+018,,,en,"Florida, USA",0,0,0,https://x.com/agoddamnnugget/status/1663516312155439106,1.16714548890415E+018,agoddamnnugget
1.66350343578895E+018,Tue May 30 11:11:40 +0000 2023,0,been experiencing difficulty in making order on tiktok shop keeps saying my region or country is not Available. And I'm in the UK. Is this a problem from your server because lots of people are experiencing this? Thank you,1.66350343578895E+018,,TikTokSupport,en,Lagos Nigeria.,2,0,0,https://x.com/demmielicious/status/1663503435788951553,2989372216,demmielicious
1.66342862192158E+018,Tue May 30 06:14:23 +0000 2023,2,TikTok Shop a rising threat to Shopee and Lazada in Southeast Asia https://t.co/IhQLm4EPLr,1.66342862192158E+018,,,en,Thailand,0,0,0,https://x.com/riteducation/status/1663428621921587201,369408352,riteducation
1.66341897430077E+018,Tue May 30 05:36:02 +0000 2023,0,I caved and ordered from the TikTok shop ,1.66341897430077E+018,,,en,"Hssaine, Royaume du Maroc",0,0,0,https://x.com/withegoodhair/status/1663418974300778503,1149729968,withegoodhair
1.66341665516121E+018,Tue May 30 05:26:50 +0000 2023,0,my fyp is so boring now like every video is a tiktok shop or a promoted video i literally can't escape them,1.66341665516121E+018,,,en,they she l  ðŸ‡²ðŸ‡½,0,0,0,https://x.com/quackstreams/status/1663416655161212928,1.27339969928681E+018,quackstreams
1.663397096589E+018,Tue May 30 04:09:06 +0000 2023,1,why the heck am i getting so many tiktok shop videos now,1.663397096589E+018,,,en,california,0,0,0,https://x.com/egmxo_/status/1663397096589004801,3319689959,egmxo_
1.66320156003205E+018,Mon May 29 15:12:07 +0000 2023,0,My entire fyp is now TikTok shop and I hate it ,1.66320156003205E+018,,,en,"Texas, USA",0,0,0,https://x.com/sniffy_bliss/status/1663201560032059395,1.20536445466734E+018,sniffy_bliss
1.66316291818203E+018,Mon May 29 12:38:34 +0000 2023,0,the tiktok shop has destroyed my fyp,1.66316291818203E+018,,,en,26 she/her,0,0,0,https://x.com/Mattyfrnglomg/status/1663162918182039553,1.62960311817326E+018,Mattyfrnglomg
1.66308455244355E+018,Mon May 29 07:27:10 +0000 2023,0,All this tiktok shop is pissing me off,1.66308455244355E+018,,,en,KCâœˆï¸TX,0,0,0,https://x.com/_krhdh/status/1663084552443551746,8.50766204813881E+017,_krhdh
1.66299470906364E+018,Mon May 29 01:30:10 +0000 2023,1,TikTok Shop actually has lots of feature to help small and medium business owners to make it big online. #ICYMI https://t.co/7Kn1uxDhv9,1.66299470906364E+018,,,en,Malaysia,1,0,1,https://x.com/therakyatpost/status/1662994709063643136,1484391258,therakyatpost
1.66299326944837E+018,Mon May 29 01:24:27 +0000 2023,1,tiktok shop 100% the worst thing ever people really acting like they re the sham wow guy now,1.66299326944837E+018,,,en,"Tulsa, OK",0,0,0,https://x.com/taytaytram/status/1662993269448376322,7.09140986056843E+017,taytaytram
1.66298765644201E+018,Mon May 29 01:02:08 +0000 2023,7,Sometimes TikTok s algorithm really be blessing me with the cutest shops. Like I just discovered a shop that has tote designs that fit right into my aesthetic ,1.66298765644201E+018,,,en,,0,1,0,https://x.com/naismeadow/status/1662987656442019841,1.46714122664225E+018,naismeadow
1.66295261087214E+018,Sun May 28 22:42:53 +0000 2023,0,My FYP has turned into one giant ads for TikTok Shop and I HATE it!,1.66295261087214E+018,,,en,"Huntington, WV",0,0,0,https://x.com/TheEddieShort/status/1662952610872143872,249189032,TheEddieShort
1.66294939444931E+018,Sun May 28 22:30:06 +0000 2023,2,I'm so tired of the way tiktok has become a shopping site 3/4 videos are an ad or a live with an ad in it or a link to the tiktok shop. i just wanna see funny videos,1.66294939444931E+018,,,en,she/her,0,0,0,https://x.com/deja_irl/status/1662949394449317888,9.67280208188358E+017,deja_irl
1.6629470316466E+018,Sun May 28 22:20:43 +0000 2023,1,i'm never going on tiktok shop again what is this â€ï¸â€ï¸â€ï¸ https://t.co/8YCGRmZFlp,1.6629470316466E+018,https://pbs.twimg.com/media/FxP5gxpWIAABFfA.jpg,,en,cbyf 18,0,0,0,https://x.com/laughingtreeGIF/status/1662947031646601217,1.29008540026291E+018,laughingtreeGIF
1.66294466180641E+018,Sun May 28 22:11:18 +0000 2023,0,Am I the only person annoyed with the tiktok shop stuff like they already had a lot going on at the bottom of the videos,1.66294466180641E+018,,,en,she/her,0,1,0,https://x.com/aswangkisses/status/1662944661806411776,49168908,aswangkisses
1.66294078090473E+018,Sun May 28 21:55:52 +0000 2023,0,this tiktok shop shit is pissing me off every two scrolls it's a fucking ad,1.66294078090473E+018,,,en,NY,0,0,0,https://x.com/__tinasnow/status/1662940780904738818,1.34982250064192E+018,__tinasnow
1.66287013355819E+018,Sun May 28 17:15:09 +0000 2023,0,i swear to all that is holy if i get one more tiktok shop ad im gonna lose it,1.66287013355819E+018,,,en,,0,0,0,https://x.com/robertaxmelo/status/1662870133558190080,1662937854,robertaxmelo
1.66283394999792E+018,Sun May 28 14:51:22 +0000 2023,1,fucking hate this tiktok shop shit cause now my fyp is full of basically just ads,1.66283394999792E+018,,,en,she/her bi,0,0,0,https://x.com/gen123d/status/1662833949997924352,7.72254223857627E+017,gen123d
1.66270024694043E+018,Sun May 28 06:00:05 +0000 2023,0,TikTok Shop is aggressively expanding in Southeast Asia posing a growing threat to Sea Group s Shopee and Alibaba s Lazada https://t.co/wFNwCqNPBi #retail #TRI @CNBC,1.66270024694043E+018,,,en,"Greenville, SC",0,0,0,https://x.com/tonycdonofrio/status/1662700246940434432,103012986,tonycdonofrio
1.66261341730208E+018,Sun May 28 00:15:03 +0000 2023,1,Unpopular opinion but TikTok shop has literally ruined the app. If I wanted to watch commercials I'd just get cable TV again.,1.66261341730208E+018,,,en,,0,0,0,https://x.com/khalilah_nicole/status/1662613417302081537,8.06645642361765E+017,khalilah_nicole
1.67456681397413E+018,Thu Jun 29 23:53:35 +0000 2023,0,I'm just so hooked on TikTok Live especially the new shop feature! I can't get enough of my favorite creator Honeywigs. They're live so often and it's awesome to see 3k people tuning in each time watching them sell tons of fabulous wigs! https://t.co/rH0yMZbpK4,1.67456681397413E+018,https://pbs.twimg.com/media/Fz1BpE1X0AA7BEz.jpg,,en,"Sioux Falls, South Dakota",0,0,0,https://x.com/chrishamze/status/1674566813974134784,22857258,chrishamze
1.67444517682622E+018,Thu Jun 29 15:50:14 +0000 2023,0,TiKToK Shop enters the e-commerce chat. In the latest on social media platform moves TikToK shop is launching an online retail store in the U.S. Learn more: https://t.co/ydK0e4GRdg,1.67444517682622E+018,,,en,NY & DC,0,0,0,https://x.com/AssembletheAgcy/status/1674445176826220546,1.00093521618426E+018,AssembletheAgcy
1.67431902446814E+018,Thu Jun 29 07:28:57 +0000 2023,2,If you think TikTok is just a social media video platform think again. It is becoming a powerful commerce engine. TikTok Shop is growing to become a competitive threat to existing commerce platforms. https://t.co/uJeO4XZcmf,1.67431902446814E+018,,,en,"Denver, CO",1,0,0,https://x.com/pevans_c/status/1674319024468140032,3012495750,pevans_c
1.67424006372555E+018,Thu Jun 29 02:15:11 +0000 2023,1,I'm sorry but im not buying anything off of tiktok shop whatever that means!!!,1.67424006372555E+018,,,en,27 | â™’ï¸Ž,0,0,0,https://x.com/birdsofgalileo/status/1674240063725551617,1.05265558932991E+018,birdsofgalileo
1.67423419072711E+018,Thu Jun 29 01:51:51 +0000 2023,34,Ordered from Tiktok shop for only P369 and I like it!! https://t.co/sv7pKixPpj,1.67423419072711E+018,https://pbs.twimg.com/media/FzwTHa-akAMH9Sj.jpg,,en,,0,5,0,https://x.com/whatssupcody22/status/1674234190727110657,1.17858246481549E+018,whatssupcody22
1.67409251525369E+018,Wed Jun 28 16:28:53 +0000 2023,5,TikTok could soon bring its new e-commerce store to the US TikTok s new store will sell products like toys and kitchen gadgets among other items within the platform via the new online store as well as a dedicated e-commerce tab in TikTok Shop https://t.co/BWejlxYaS3 https://t.co/mN1rWgz6B8,1.67409251525369E+018,https://pbs.twimg.com/media/FzuSKxRWIAgLpsX.jpg,,en,"Princeton, NJ",0,1,1,https://x.com/glenngabe/status/1674092515253690369,14592937,glenngabe
1.67383700512428E+018,Tue Jun 27 23:33:35 +0000 2023,0,Really confused how TikTok shop is actually cheaper than the original website I ve just bought 4 times from TikTok and It s came to Â£20 but if I bought it from PLT itself It s Â£37 ,1.67383700512428E+018,,,en,,0,0,0,https://x.com/chloeboyle08/status/1673837005124280325,984913099,chloeboyle08
1.6737951957484E+018,Tue Jun 27 20:47:26 +0000 2023,0,I purchased three things from TikTok shop today.,1.6737951957484E+018,,,en,,0,0,0,https://x.com/SarahTo55690989/status/1673795195748401156,1.24263853205902E+018,SarahTo55690989
1.67407901460726E+018,Wed Jun 28 15:35:14 +0000 2023,0,Someone stops me from buying from tiktok shop HAHAHAH,1.67407901460726E+018,,,en,missing liam ðŸ’”,0,0,0,https://x.com/prvncvsslyh/status/1674079014607269889,1.1325185049287E+018,prvncvsslyh
1.67407433926692E+018,Wed Jun 28 15:16:39 +0000 2023,1,I need to stop ordering stuff from TikTok shop ,1.67407433926692E+018,,,en,,0,0,0,https://x.com/jeetzabee/status/1674074339266920448,1.31714743995921E+018,jeetzabee
1.68542950679264E+018,Sat Jul 29 23:18:02 +0000 2023,1,Omg TikTok shop customer service is absolutely unhelpful,1.68542950679264E+018,,,en,"San Antonio, TX",0,1,0,https://x.com/veronicaporlier/status/1685429506792644609,1.31819427463531E+018,veronicaporlier
1.6854181730618E+018,Sat Jul 29 22:33:00 +0000 2023,1,these tiktok shop ads gonna make me delete the app,1.6854181730618E+018,,,en,somewhere livin,0,0,0,https://x.com/imanirj/status/1685418173061804032,9.84620284731969E+017,imanirj
1.68539574713763E+018,Sat Jul 29 21:03:53 +0000 2023,0,The TikTok shop content is getting so annoying lord.,1.68539574713763E+018,,,en,SoFlo â˜€ï¸ðŸŒ´,0,0,0,https://x.com/2bad2get/status/1685395747137634305,187767348,2bad2get
1.68537978090289E+018,Sat Jul 29 20:00:27 +0000 2023,1,no matter what I'm never buying shit off the tiktok shop ,1.68537978090289E+018,,,en,htx,0,0,0,https://x.com/jupiterxjpg/status/1685379780902899712,1.67592607632368E+018,jupiterxjpg
1.68527414782661E+018,Sat Jul 29 13:00:42 +0000 2023,1,TikTok shop is crazy.. I was just scrolling and I somehow ended up buying 2 boxes of Tipas Hopia ,1.68527414782661E+018,,,en,Republic of the Philippines,0,0,0,https://x.com/goforcarl/status/1685274147826610176,25662719,goforcarl
1.68517083467389E+018,Sat Jul 29 06:10:10 +0000 2023,0,I thought TikTok shop sold the real ones i got tricked ,1.68517083467389E+018,,,en,"Michigan, USA",0,0,0,https://x.com/nkemobelle/status/1685170834673897472,7.22644875791962E+017,nkemobelle
1.6851505672559E+018,Sat Jul 29 04:49:38 +0000 2023,0,I gotta stay off TikTok late at night I been buying everything I see them post off of TikTok shop ,1.6851505672559E+018,,,en,"Gainesville, FL",0,1,0,https://x.com/stuckonkay_/status/1685150567255904256,2222265209,stuckonkay_
1.6851486659738E+018,Sat Jul 29 04:42:05 +0000 2023,0,just ordered something from a tiktok shop after i swore i never would i cant believe i folded,1.6851486659738E+018,,,en,she/her | 21,0,0,0,https://x.com/easyvinyI/status/1685148665973805058,3382340955,easyvinyI
1.68511948096634E+018,Sat Jul 29 02:46:06 +0000 2023,0,tiktok shop is making me MISERABLE I just want to watch silly little videos without being sold shit at all points in time I hate capitalism.,1.68511948096634E+018,,,en,,0,0,0,https://x.com/hannahvol6/status/1685119480966344704,1.27598165557716E+018,hannahvol6
1.68498504407755E+018,Fri Jul 28 17:51:54 +0000 2023,2,someone take tiktok shop away from me my god,1.68498504407755E+018,,,en,23,0,0,0,https://x.com/agustcypher/status/1684985044077555727,2966700309,agustcypher
1.68486675701245E+018,Fri Jul 28 10:02:49 +0000 2023,0,Tiktok shop has ruined my fyp all these ugly clothes people are promoting that u can literally get from the market for less than 10Â£,1.68486699314329E+018,,axldnnn,en,,0,0,0,https://x.com/axldnnn/status/1684866993143291904,1.24606666806683E+018,axldnnn
1.68483825487986E+018,Fri Jul 28 08:08:37 +0000 2023,0,TikTok shop was the worst to happen on that god forsaken app anyways,1.68483825487986E+018,,,en,,0,0,0,https://x.com/n89823/status/1684838254879862784,7.4966540643706E+017,n89823
1.68483263753658E+018,Fri Jul 28 07:46:18 +0000 2023,2,Just bought a bag of candy for $19 on tiktok shop,1.68483263753658E+018,,,en,,0,0,0,https://x.com/its_brendann/status/1684832637536583680,2341527560,its_brendann
1.68474470710296E+018,Fri Jul 28 01:56:53 +0000 2023,0,Not Dom got me ordering shit off tiktok shop ,1.68474470710296E+018,,,en,,0,0,0,https://x.com/Sadiee_Kiaraa/status/1684744707102965762,530862547,Sadiee_Kiaraa
1.68472473462448E+018,Fri Jul 28 00:37:32 +0000 2023,2,Im gonna be so honest the tiktok shop is making tiktok less enjoyable,1.68472473462448E+018,,,en,22 (she/they)  ðŸª¶+ðŸ‡²ðŸ‡½,0,0,0,https://x.com/tulips1738/status/1684724734624489472,1.59919212370568E+018,tulips1738
1.68468478273776E+018,Thu Jul 27 21:58:46 +0000 2023,2,I fell for a tiktok shop video and finally caved and ordered freeze dried skittles someone hand me my boomer card,1.68468478273776E+018,,,en,"Charlotte, NC",0,1,0,https://x.com/meredithwlarson/status/1684684782737768448,25128868,meredithwlarson
1.69683865415129E+018,Wed Aug 30 10:53:55 +0000 2023,0,TikTok shop is so annoying.,1.69683865415129E+018,,,en,,0,0,0,https://x.com/Kadiisworld/status/1696838654151291082,33649469,Kadiisworld
1.69678877327385E+018,Wed Aug 30 07:35:43 +0000 2023,0,I am posting this for awareness. I almost got scammed into receiving a parcel that I didn't order from Tiktok Shop.,1.69678877327385E+018,,,en,,0,1,0,https://x.com/tashreputation/status/1696788773273850023,636206988,tashreputation
1.69676940959388E+018,Wed Aug 30 06:18:46 +0000 2023,2,Just made my first order on TikTok shop. They done sold my ass boy,1.69676940959388E+018,,,en,"Atlanta, GA",0,0,0,https://x.com/YAKISACHI/status/1696769409593885059,1.19590375393477E+018,YAKISACHI
1.69671569101181E+018,Wed Aug 30 02:45:18 +0000 2023,0,on tiktok shop just as bad as amazon,1.69671569101181E+018,,,en,United States,0,0,0,https://x.com/nvYum_/status/1696715691011817652,1.04943638430029E+018,nvYum_
1.69670614886558E+018,Wed Aug 30 02:07:23 +0000 2023,1,tiktok shop finally got me girlies i bought that damn pixi blush stick that s been all over my fyp for weeks,1.69670614886558E+018,,,en,they/them â€¢ 22 â€¢ vegas â€¢ ðŸª¬,0,0,0,https://x.com/emogamergf420/status/1696706148865581271,1.3470290978016E+018,emogamergf420
1.69670268012981E+018,Wed Aug 30 01:53:36 +0000 2023,1,i actually like the idea of tiktok shop because it's like etsy but without the shipping prices,1.69670268012981E+018,,,en,"Mukriyan, Kurdistan / DMV",0,2,0,https://x.com/deeyad_/status/1696702680129814963,7.94706000104292E+017,deeyad_
1.69669202010059E+018,Wed Aug 30 01:11:15 +0000 2023,0,Just placed my first tiktok shop orderrrr,1.69669202010059E+018,,,en,210,0,0,0,https://x.com/victorialee0/status/1696692020100599997,3194807748,victorialee0
